Id,risk_score,decision_threshold,is_actionable,risk_band,model_version,scoring_timestamp,missing_columns_filled,extra_columns_dropped,column_alignment_warning,recommended_action
40316,0.0036786875530025686,0.01,False,Low risk: pass,bosch-quality-risk-v0.2,2026-06-29T12:03:11.444424+00:00,0,1,True,Pass
31130,0.003674231139066115,0.01,False,Low risk: pass,bosch-quality-risk-v0.2,2026-06-29T12:03:11.444424+00:00,0,1,True,Pass
45523,0.003666528853376802,0.01,False,Low risk: pass,bosch-quality-risk-v0.2,2026-06-29T12:03:11.444424+00:00,0,1,True,Pass
26605,0.003662490291059633,0.01,False,Low risk: pass,bosch-quality-risk-v0.2,2026-06-29T12:03:11.444424+00:00,0,1,True,Pass
18103,0.003627340534138858,0.01,False,Low risk: pass,bosch-quality-risk-v0.2,2026-06-29T12:03:11.444424+00:00,0,1,True,Pass
12870,0.0036233260203059354,0.01,False,Low risk: pass,bosch-quality-risk-v0.2,2026-06-29T12:03:11.444424+00:00,0,1,True,Pass
28134,0.003618494778756408,0.01,False,Low risk: pass,bosch-quality-risk-v0.2,2026-06-29T12:03:11.444424+00:00,0,1,True,Pass
14089,0.003611840016048435,0.01,False,Low risk: pass,bosch-quality-risk-v0.2,2026-06-29T12:03:11.444424+00:00,0,1,True,Pass
46790,0.0036089364719669352,0.01,False,Low risk: pass,bosch-quality-risk-v0.2,2026-06-29T12:03:11.444424+00:00,0,1,True,Pass
22286,0.0036073440832289517,0.01,False,Low risk: pass,bosch-quality-risk-v0.2,2026-06-29T12:03:11.444424+00:00,0,1,True,Pass
14516,0.003591763493725822,0.01,False,Low risk: pass,bosch-quality-risk-v0.2,2026-06-29T12:03:11.444424+00:00,0,1,True,Pass
24122,0.003585297747010234,0.01,False,Low risk: pass,bosch-quality-risk-v0.2,2026-06-29T12:03:11.444424+00:00,0,1,True,Pass
20999,0.003582588607706518,0.01,False,Low risk: pass,bosch-quality-risk-v0.2,2026-06-29T12:03:11.444424+00:00,0,1,True,Pass
39399,0.003555494805169031,0.01,False,Low risk: pass,bosch-quality-risk-v0.2,2026-06-29T12:03:11.444424+00:00,0,1,True,Pass
10110,0.0035467746368978447,0.01,False,Low risk: pass,bosch-quality-risk-v0.2,2026-06-29T12:03:11.444424+00:00,0,1,True,Pass
53158,0.0035325893999534515,0.01,False,Low risk: pass,bosch-quality-risk-v0.2,2026-06-29T12:03:11.444424+00:00,0,1,True,Pass
25991,0.0035202059177936746,0.01,False,Low risk: pass,bosch-quality-risk-v0.2,2026-06-29T12:03:11.444424+00:00,0,1,True,Pass
11700,0.003512834954374331,0.01,False,Low risk: pass,bosch-quality-risk-v0.2,2026-06-29T12:03:11.444424+00:00,0,1,True,Pass
54096,0.003496725975677165,0.01,False,Low risk: pass,bosch-quality-risk-v0.2,2026-06-29T12:03:11.444424+00:00,0,1,True,Pass
38408,0.0034796363425067473,0.01,False,Low risk: pass,bosch-quality-risk-v0.2,2026-06-29T12:03:11.444424+00:00,0,1,True,Pass
51289,0.003466948318326094,0.01,False,Low risk: pass,bosch-quality-risk-v0.2,2026-06-29T12:03:11.444424+00:00,0,1,True,Pass
18083,0.0034593584464966535,0.01,False,Low risk: pass,bosch-quality-risk-v0.2,2026-06-29T12:03:11.444424+00:00,0,1,True,Pass
49085,0.003458681052463656,0.01,False,Low risk: pass,bosch-quality-risk-v0.2,2026-06-29T12:03:11.444424+00:00,0,1,True,Pass
47847,0.0034537180658501497,0.01,False,Low risk: pass,bosch-quality-risk-v0.2,2026-06-29T12:03:11.444424+00:00,0,1,True,Pass
50719,0.0034486440596658177,0.01,False,Low risk: pass,bosch-quality-risk-v0.2,2026-06-29T12:03:11.444424+00:00,0,1,True,Pass
41711,0.0034449074854583975,0.01,False,Low risk: pass,bosch-quality-risk-v0.2,2026-06-29T12:03:11.444424+00:00,0,1,True,Pass
48972,0.003417009080873068,0.01,False,Low risk: pass,bosch-quality-risk-v0.2,2026-06-29T12:03:11.444424+00:00,0,1,True,Pass
59814,0.0034142907561050964,0.01,False,Low risk: pass,bosch-quality-risk-v0.2,2026-06-29T12:03:11.444424+00:00,0,1,True,Pass
37355,0.003412496192636209,0.01,False,Low risk: pass,bosch-quality-risk-v0.2,2026-06-29T12:03:11.444424+00:00,0,1,True,Pass
53871,0.0034052480723615196,0.01,False,Low risk: pass,bosch-quality-risk-v0.2,2026-06-29T12:03:11.444424+00:00,0,1,True,Pass
47478,0.0033988618460856585,0.01,False,Low risk: pass,bosch-quality-risk-v0.2,2026-06-29T12:03:11.444424+00:00,0,1,True,Pass
44440,0.0033909342781080955,0.01,False,Low risk: pass,bosch-quality-risk-v0.2,2026-06-29T12:03:11.444424+00:00,0,1,True,Pass
20159,0.003390377747552011,0.01,False,Low risk: pass,bosch-quality-risk-v0.2,2026-06-29T12:03:11.444424+00:00,0,1,True,Pass
58478,0.0033812723761396067,0.01,False,Low risk: pass,bosch-quality-risk-v0.2,2026-06-29T12:03:11.444424+00:00,0,1,True,Pass
55395,0.003376546036155625,0.01,False,Low risk: pass,bosch-quality-risk-v0.2,2026-06-29T12:03:11.444424+00:00,0,1,True,Pass
49267,0.00337494831110806,0.01,False,Low risk: pass,bosch-quality-risk-v0.2,2026-06-29T12:03:11.444424+00:00,0,1,True,Pass
2551,0.0033649566193920525,0.01,False,Low risk: pass,bosch-quality-risk-v0.2,2026-06-29T12:03:11.444424+00:00,0,1,True,Pass
37093,0.003362822878279671,0.01,False,Low risk: pass,bosch-quality-risk-v0.2,2026-06-29T12:03:11.444424+00:00,0,1,True,Pass
18531,0.003361378069266892,0.01,False,Low risk: pass,bosch-quality-risk-v0.2,2026-06-29T12:03:11.444424+00:00,0,1,True,Pass
54139,0.0033586195089437905,0.01,False,Low risk: pass,bosch-quality-risk-v0.2,2026-06-29T12:03:11.444424+00:00,0,1,True,Pass
902,0.0033542589743026843,0.01,False,Low risk: pass,bosch-quality-risk-v0.2,2026-06-29T12:03:11.444424+00:00,0,1,True,Pass
3277,0.003349013094344086,0.01,False,Low risk: pass,bosch-quality-risk-v0.2,2026-06-29T12:03:11.444424+00:00,0,1,True,Pass
31282,0.0033320267460826064,0.01,False,Low risk: pass,bosch-quality-risk-v0.2,2026-06-29T12:03:11.444424+00:00,0,1,True,Pass
47020,0.003322810551785593,0.01,False,Low risk: pass,bosch-quality-risk-v0.2,2026-06-29T12:03:11.444424+00:00,0,1,True,Pass
11262,0.0033158610943082472,0.01,False,Low risk: pass,bosch-quality-risk-v0.2,2026-06-29T12:03:11.444424+00:00,0,1,True,Pass
44531,0.0033130959282289606,0.01,False,Low risk: pass,bosch-quality-risk-v0.2,2026-06-29T12:03:11.444424+00:00,0,1,True,Pass
57049,0.0033115637937916054,0.01,False,Low risk: pass,bosch-quality-risk-v0.2,2026-06-29T12:03:11.444424+00:00,0,1,True,Pass
28848,0.003287720877138461,0.01,False,Low risk: pass,bosch-quality-risk-v0.2,2026-06-29T12:03:11.444424+00:00,0,1,True,Pass
27216,0.0032856080127872545,0.01,False,Low risk: pass,bosch-quality-risk-v0.2,2026-06-29T12:03:11.444424+00:00,0,1,True,Pass
12002,0.003281065802601156,0.01,False,Low risk: pass,bosch-quality-risk-v0.2,2026-06-29T12:03:11.444424+00:00,0,1,True,Pass
27619,0.003278615574472541,0.01,False,Low risk: pass,bosch-quality-risk-v0.2,2026-06-29T12:03:11.444424+00:00,0,1,True,Pass
27240,0.003277244859911035,0.01,False,Low risk: pass,bosch-quality-risk-v0.2,2026-06-29T12:03:11.444424+00:00,0,1,True,Pass
46041,0.003273502688715658,0.01,False,Low risk: pass,bosch-quality-risk-v0.2,2026-06-29T12:03:11.444424+00:00,0,1,True,Pass
29964,0.0032723058422390715,0.01,False,Low risk: pass,bosch-quality-risk-v0.2,2026-06-29T12:03:11.444424+00:00,0,1,True,Pass
50265,0.0032638871629398704,0.01,False,Low risk: pass,bosch-quality-risk-v0.2,2026-06-29T12:03:11.444424+00:00,0,1,True,Pass
23578,0.0032402135142656453,0.01,False,Low risk: pass,bosch-quality-risk-v0.2,2026-06-29T12:03:11.444424+00:00,0,1,True,Pass
35895,0.003234893504381632,0.01,False,Low risk: pass,bosch-quality-risk-v0.2,2026-06-29T12:03:11.444424+00:00,0,1,True,Pass
3899,0.0032249487831493688,0.01,False,Low risk: pass,bosch-quality-risk-v0.2,2026-06-29T12:03:11.444424+00:00,0,1,True,Pass
15484,0.0032013666836280315,0.01,False,Low risk: pass,bosch-quality-risk-v0.2,2026-06-29T12:03:11.444424+00:00,0,1,True,Pass
9781,0.0031746764685192217,0.01,False,Low risk: pass,bosch-quality-risk-v0.2,2026-06-29T12:03:11.444424+00:00,0,1,True,Pass
31472,0.0031692883640075786,0.01,False,Low risk: pass,bosch-quality-risk-v0.2,2026-06-29T12:03:11.444424+00:00,0,1,True,Pass
57294,0.0031684845360630902,0.01,False,Low risk: pass,bosch-quality-risk-v0.2,2026-06-29T12:03:11.444424+00:00,0,1,True,Pass
51055,0.003166630084715107,0.01,False,Low risk: pass,bosch-quality-risk-v0.2,2026-06-29T12:03:11.444424+00:00,0,1,True,Pass
28657,0.0031575809492561265,0.01,False,Low risk: pass,bosch-quality-risk-v0.2,2026-06-29T12:03:11.444424+00:00,0,1,True,Pass
21887,0.003143234202198427,0.01,False,Low risk: pass,bosch-quality-risk-v0.2,2026-06-29T12:03:11.444424+00:00,0,1,True,Pass
34514,0.0031428156949577382,0.01,False,Low risk: pass,bosch-quality-risk-v0.2,2026-06-29T12:03:11.444424+00:00,0,1,True,Pass
46883,0.0031414328988206876,0.01,False,Low risk: pass,bosch-quality-risk-v0.2,2026-06-29T12:03:11.444424+00:00,0,1,True,Pass
34465,0.0031333925326324646,0.01,False,Low risk: pass,bosch-quality-risk-v0.2,2026-06-29T12:03:11.444424+00:00,0,1,True,Pass
33288,0.003118176863433782,0.01,False,Low risk: pass,bosch-quality-risk-v0.2,2026-06-29T12:03:11.444424+00:00,0,1,True,Pass
23604,0.003115119468434141,0.01,False,Low risk: pass,bosch-quality-risk-v0.2,2026-06-29T12:03:11.444424+00:00,0,1,True,Pass
48427,0.0031056586010095246,0.01,False,Low risk: pass,bosch-quality-risk-v0.2,2026-06-29T12:03:11.444424+00:00,0,1,True,Pass
41210,0.003096771855479489,0.01,False,Low risk: pass,bosch-quality-risk-v0.2,2026-06-29T12:03:11.444424+00:00,0,1,True,Pass
51073,0.003091051633047521,0.01,False,Low risk: pass,bosch-quality-risk-v0.2,2026-06-29T12:03:11.444424+00:00,0,1,True,Pass
2423,0.003089022824408606,0.01,False,Low risk: pass,bosch-quality-risk-v0.2,2026-06-29T12:03:11.444424+00:00,0,1,True,Pass
30917,0.003088428632278401,0.01,False,Low risk: pass,bosch-quality-risk-v0.2,2026-06-29T12:03:11.444424+00:00,0,1,True,Pass
35069,0.003086456248848514,0.01,False,Low risk: pass,bosch-quality-risk-v0.2,2026-06-29T12:03:11.444424+00:00,0,1,True,Pass
56052,0.003065069373661433,0.01,False,Low risk: pass,bosch-quality-risk-v0.2,2026-06-29T12:03:11.444424+00:00,0,1,True,Pass
44738,0.0030648201390049115,0.01,False,Low risk: pass,bosch-quality-risk-v0.2,2026-06-29T12:03:11.444424+00:00,0,1,True,Pass
50513,0.003063388648057457,0.01,False,Low risk: pass,bosch-quality-risk-v0.2,2026-06-29T12:03:11.444424+00:00,0,1,True,Pass
5482,0.0030623166213075625,0.01,False,Low risk: pass,bosch-quality-risk-v0.2,2026-06-29T12:03:11.444424+00:00,0,1,True,Pass
16754,0.003059078853213919,0.01,False,Low risk: pass,bosch-quality-risk-v0.2,2026-06-29T12:03:11.444424+00:00,0,1,True,Pass
55768,0.0030521979705358687,0.01,False,Low risk: pass,bosch-quality-risk-v0.2,2026-06-29T12:03:11.444424+00:00,0,1,True,Pass
33247,0.0030377903911173046,0.01,False,Low risk: pass,bosch-quality-risk-v0.2,2026-06-29T12:03:11.444424+00:00,0,1,True,Pass
52387,0.003032469993519108,0.01,False,Low risk: pass,bosch-quality-risk-v0.2,2026-06-29T12:03:11.444424+00:00,0,1,True,Pass
9052,0.0030217702953073268,0.01,False,Low risk: pass,bosch-quality-risk-v0.2,2026-06-29T12:03:11.444424+00:00,0,1,True,Pass
21799,0.003016836055835122,0.01,False,Low risk: pass,bosch-quality-risk-v0.2,2026-06-29T12:03:11.444424+00:00,0,1,True,Pass
48709,0.0030130028303233572,0.01,False,Low risk: pass,bosch-quality-risk-v0.2,2026-06-29T12:03:11.444424+00:00,0,1,True,Pass
4137,0.00299398091289705,0.01,False,Low risk: pass,bosch-quality-risk-v0.2,2026-06-29T12:03:11.444424+00:00,0,1,True,Pass
51404,0.0029882720180566392,0.01,False,Low risk: pass,bosch-quality-risk-v0.2,2026-06-29T12:03:11.444424+00:00,0,1,True,Pass
18254,0.0029855742918450576,0.01,False,Low risk: pass,bosch-quality-risk-v0.2,2026-06-29T12:03:11.444424+00:00,0,1,True,Pass
42348,0.002979972610301524,0.01,False,Low risk: pass,bosch-quality-risk-v0.2,2026-06-29T12:03:11.444424+00:00,0,1,True,Pass
17480,0.0029665109461247583,0.01,False,Low risk: pass,bosch-quality-risk-v0.2,2026-06-29T12:03:11.444424+00:00,0,1,True,Pass
3667,0.0029570456164031526,0.01,False,Low risk: pass,bosch-quality-risk-v0.2,2026-06-29T12:03:11.444424+00:00,0,1,True,Pass
47055,0.002956399407881514,0.01,False,Low risk: pass,bosch-quality-risk-v0.2,2026-06-29T12:03:11.444424+00:00,0,1,True,Pass
49924,0.0029502006082788444,0.01,False,Low risk: pass,bosch-quality-risk-v0.2,2026-06-29T12:03:11.444424+00:00,0,1,True,Pass
56089,0.0029467627022301685,0.01,False,Low risk: pass,bosch-quality-risk-v0.2,2026-06-29T12:03:11.444424+00:00,0,1,True,Pass
47366,0.00293825953224971,0.01,False,Low risk: pass,bosch-quality-risk-v0.2,2026-06-29T12:03:11.444424+00:00,0,1,True,Pass
43206,0.002937168203268134,0.01,False,Low risk: pass,bosch-quality-risk-v0.2,2026-06-29T12:03:11.444424+00:00,0,1,True,Pass
45026,0.002936722572657204,0.01,False,Low risk: pass,bosch-quality-risk-v0.2,2026-06-29T12:03:11.444424+00:00,0,1,True,Pass
16630,0.002925666956753717,0.01,False,Low risk: pass,bosch-quality-risk-v0.2,2026-06-29T12:03:11.444424+00:00,0,1,True,Pass
21133,0.002925438892111399,0.01,False,Low risk: pass,bosch-quality-risk-v0.2,2026-06-29T12:03:11.444424+00:00,0,1,True,Pass
28615,0.0029188153130353623,0.01,False,Low risk: pass,bosch-quality-risk-v0.2,2026-06-29T12:03:11.444424+00:00,0,1,True,Pass
30524,0.002910834133327533,0.01,False,Low risk: pass,bosch-quality-risk-v0.2,2026-06-29T12:03:11.444424+00:00,0,1,True,Pass
8657,0.0029084794135423144,0.01,False,Low risk: pass,bosch-quality-risk-v0.2,2026-06-29T12:03:11.444424+00:00,0,1,True,Pass
25552,0.002899594024053366,0.01,False,Low risk: pass,bosch-quality-risk-v0.2,2026-06-29T12:03:11.444424+00:00,0,1,True,Pass
17415,0.0028973784448101713,0.01,False,Low risk: pass,bosch-quality-risk-v0.2,2026-06-29T12:03:11.444424+00:00,0,1,True,Pass
42645,0.002896781355697823,0.01,False,Low risk: pass,bosch-quality-risk-v0.2,2026-06-29T12:03:11.444424+00:00,0,1,True,Pass
17387,0.0028811582115071577,0.01,False,Low risk: pass,bosch-quality-risk-v0.2,2026-06-29T12:03:11.444424+00:00,0,1,True,Pass
30577,0.0028799216231225997,0.01,False,Low risk: pass,bosch-quality-risk-v0.2,2026-06-29T12:03:11.444424+00:00,0,1,True,Pass
9828,0.0028783617209341764,0.01,False,Low risk: pass,bosch-quality-risk-v0.2,2026-06-29T12:03:11.444424+00:00,0,1,True,Pass
19999,0.0028709856697675547,0.01,False,Low risk: pass,bosch-quality-risk-v0.2,2026-06-29T12:03:11.444424+00:00,0,1,True,Pass
36101,0.0028708832879115465,0.01,False,Low risk: pass,bosch-quality-risk-v0.2,2026-06-29T12:03:11.444424+00:00,0,1,True,Pass
25542,0.002862941146310296,0.01,False,Low risk: pass,bosch-quality-risk-v0.2,2026-06-29T12:03:11.444424+00:00,0,1,True,Pass
44915,0.002862768116628232,0.01,False,Low risk: pass,bosch-quality-risk-v0.2,2026-06-29T12:03:11.444424+00:00,0,1,True,Pass
42786,0.00285962484319033,0.01,False,Low risk: pass,bosch-quality-risk-v0.2,2026-06-29T12:03:11.444424+00:00,0,1,True,Pass
916,0.0028584711991551455,0.01,False,Low risk: pass,bosch-quality-risk-v0.2,2026-06-29T12:03:11.444424+00:00,0,1,True,Pass
55706,0.0028543327447426037,0.01,False,Low risk: pass,bosch-quality-risk-v0.2,2026-06-29T12:03:11.444424+00:00,0,1,True,Pass
10447,0.0028472657268078633,0.01,False,Low risk: pass,bosch-quality-risk-v0.2,2026-06-29T12:03:11.444424+00:00,0,1,True,Pass
56301,0.0028396431352217043,0.01,False,Low risk: pass,bosch-quality-risk-v0.2,2026-06-29T12:03:11.444424+00:00,0,1,True,Pass
4494,0.0028367856342600218,0.01,False,Low risk: pass,bosch-quality-risk-v0.2,2026-06-29T12:03:11.444424+00:00,0,1,True,Pass
19554,0.0028342429011088237,0.01,False,Low risk: pass,bosch-quality-risk-v0.2,2026-06-29T12:03:11.444424+00:00,0,1,True,Pass
46246,0.0028034964739595395,0.01,False,Low risk: pass,bosch-quality-risk-v0.2,2026-06-29T12:03:11.444424+00:00,0,1,True,Pass
25433,0.0027973829974987773,0.01,False,Low risk: pass,bosch-quality-risk-v0.2,2026-06-29T12:03:11.444424+00:00,0,1,True,Pass
40997,0.0027873971468770514,0.01,False,Low risk: pass,bosch-quality-risk-v0.2,2026-06-29T12:03:11.444424+00:00,0,1,True,Pass
25922,0.0027826708021854007,0.01,False,Low risk: pass,bosch-quality-risk-v0.2,2026-06-29T12:03:11.444424+00:00,0,1,True,Pass
36374,0.0027817185229493005,0.01,False,Low risk: pass,bosch-quality-risk-v0.2,2026-06-29T12:03:11.444424+00:00,0,1,True,Pass
48620,0.002770979396011503,0.01,False,Low risk: pass,bosch-quality-risk-v0.2,2026-06-29T12:03:11.444424+00:00,0,1,True,Pass
44010,0.002759444554352179,0.01,False,Low risk: pass,bosch-quality-risk-v0.2,2026-06-29T12:03:11.444424+00:00,0,1,True,Pass
42589,0.0027593414638982508,0.01,False,Low risk: pass,bosch-quality-risk-v0.2,2026-06-29T12:03:11.444424+00:00,0,1,True,Pass
54457,0.002757237159408165,0.01,False,Low risk: pass,bosch-quality-risk-v0.2,2026-06-29T12:03:11.444424+00:00,0,1,True,Pass
41177,0.002756768444891054,0.01,False,Low risk: pass,bosch-quality-risk-v0.2,2026-06-29T12:03:11.444424+00:00,0,1,True,Pass
47116,0.0027426609590427407,0.01,False,Low risk: pass,bosch-quality-risk-v0.2,2026-06-29T12:03:11.444424+00:00,0,1,True,Pass
46227,0.0027386000749041275,0.01,False,Low risk: pass,bosch-quality-risk-v0.2,2026-06-29T12:03:11.444424+00:00,0,1,True,Pass
8399,0.002733709055865765,0.01,False,Low risk: pass,bosch-quality-risk-v0.2,2026-06-29T12:03:11.444424+00:00,0,1,True,Pass
22765,0.0027309361317799665,0.01,False,Low risk: pass,bosch-quality-risk-v0.2,2026-06-29T12:03:11.444424+00:00,0,1,True,Pass
52283,0.002726653826340582,0.01,False,Low risk: pass,bosch-quality-risk-v0.2,2026-06-29T12:03:11.444424+00:00,0,1,True,Pass
29695,0.00272508173950465,0.01,False,Low risk: pass,bosch-quality-risk-v0.2,2026-06-29T12:03:11.444424+00:00,0,1,True,Pass
41657,0.0027199449979045526,0.01,False,Low risk: pass,bosch-quality-risk-v0.2,2026-06-29T12:03:11.444424+00:00,0,1,True,Pass
3388,0.002714382273949999,0.01,False,Low risk: pass,bosch-quality-risk-v0.2,2026-06-29T12:03:11.444424+00:00,0,1,True,Pass
26285,0.0027050331730169358,0.01,False,Low risk: pass,bosch-quality-risk-v0.2,2026-06-29T12:03:11.444424+00:00,0,1,True,Pass
49025,0.0026928630784671215,0.01,False,Low risk: pass,bosch-quality-risk-v0.2,2026-06-29T12:03:11.444424+00:00,0,1,True,Pass
58942,0.0026829240154114782,0.01,False,Low risk: pass,bosch-quality-risk-v0.2,2026-06-29T12:03:11.444424+00:00,0,1,True,Pass
41416,0.002675070247785819,0.01,False,Low risk: pass,bosch-quality-risk-v0.2,2026-06-29T12:03:11.444424+00:00,0,1,True,Pass
16404,0.0026668368960417197,0.01,False,Low risk: pass,bosch-quality-risk-v0.2,2026-06-29T12:03:11.444424+00:00,0,1,True,Pass
28307,0.0026620498733899004,0.01,False,Low risk: pass,bosch-quality-risk-v0.2,2026-06-29T12:03:11.444424+00:00,0,1,True,Pass
22102,0.0026346125962379927,0.01,False,Low risk: pass,bosch-quality-risk-v0.2,2026-06-29T12:03:11.444424+00:00,0,1,True,Pass
31877,0.002630245685402416,0.01,False,Low risk: pass,bosch-quality-risk-v0.2,2026-06-29T12:03:11.444424+00:00,0,1,True,Pass
52443,0.0026254157835018306,0.01,False,Low risk: pass,bosch-quality-risk-v0.2,2026-06-29T12:03:11.444424+00:00,0,1,True,Pass
28583,0.0026245616016845152,0.01,False,Low risk: pass,bosch-quality-risk-v0.2,2026-06-29T12:03:11.444424+00:00,0,1,True,Pass
33957,0.0026164218203510187,0.01,False,Low risk: pass,bosch-quality-risk-v0.2,2026-06-29T12:03:11.444424+00:00,0,1,True,Pass
32999,0.002590328586197163,0.01,False,Low risk: pass,bosch-quality-risk-v0.2,2026-06-29T12:03:11.444424+00:00,0,1,True,Pass
38605,0.002590181956196748,0.01,False,Low risk: pass,bosch-quality-risk-v0.2,2026-06-29T12:03:11.444424+00:00,0,1,True,Pass
26492,0.0025886664409155696,0.01,False,Low risk: pass,bosch-quality-risk-v0.2,2026-06-29T12:03:11.444424+00:00,0,1,True,Pass
3559,0.00258332052103292,0.01,False,Low risk: pass,bosch-quality-risk-v0.2,2026-06-29T12:03:11.444424+00:00,0,1,True,Pass
25931,0.0025785354904236495,0.01,False,Low risk: pass,bosch-quality-risk-v0.2,2026-06-29T12:03:11.444424+00:00,0,1,True,Pass
35379,0.002569141235559909,0.01,False,Low risk: pass,bosch-quality-risk-v0.2,2026-06-29T12:03:11.444424+00:00,0,1,True,Pass
44088,0.0025613357389837137,0.01,False,Low risk: pass,bosch-quality-risk-v0.2,2026-06-29T12:03:11.444424+00:00,0,1,True,Pass
53637,0.0025602671205287282,0.01,False,Low risk: pass,bosch-quality-risk-v0.2,2026-06-29T12:03:11.444424+00:00,0,1,True,Pass
9129,0.0025586109819151896,0.01,False,Low risk: pass,bosch-quality-risk-v0.2,2026-06-29T12:03:11.444424+00:00,0,1,True,Pass
11645,0.002555622445288229,0.01,False,Low risk: pass,bosch-quality-risk-v0.2,2026-06-29T12:03:11.444424+00:00,0,1,True,Pass
35663,0.002550763291320412,0.01,False,Low risk: pass,bosch-quality-risk-v0.2,2026-06-29T12:03:11.444424+00:00,0,1,True,Pass
29070,0.002548756262760774,0.01,False,Low risk: pass,bosch-quality-risk-v0.2,2026-06-29T12:03:11.444424+00:00,0,1,True,Pass
53366,0.0025393602724255913,0.01,False,Low risk: pass,bosch-quality-risk-v0.2,2026-06-29T12:03:11.444424+00:00,0,1,True,Pass
16885,0.0025329260373862235,0.01,False,Low risk: pass,bosch-quality-risk-v0.2,2026-06-29T12:03:11.444424+00:00,0,1,True,Pass
56588,0.0025233754731353807,0.01,False,Low risk: pass,bosch-quality-risk-v0.2,2026-06-29T12:03:11.444424+00:00,0,1,True,Pass
56591,0.0025233754731353807,0.01,False,Low risk: pass,bosch-quality-risk-v0.2,2026-06-29T12:03:11.444424+00:00,0,1,True,Pass
9283,0.0025215460313578113,0.01,False,Low risk: pass,bosch-quality-risk-v0.2,2026-06-29T12:03:11.444424+00:00,0,1,True,Pass
46566,0.002512878917067097,0.01,False,Low risk: pass,bosch-quality-risk-v0.2,2026-06-29T12:03:11.444424+00:00,0,1,True,Pass
58625,0.0025079786760687137,0.01,False,Low risk: pass,bosch-quality-risk-v0.2,2026-06-29T12:03:11.444424+00:00,0,1,True,Pass
48233,0.0025070715097941843,0.01,False,Low risk: pass,bosch-quality-risk-v0.2,2026-06-29T12:03:11.444424+00:00,0,1,True,Pass
2116,0.002507006253704207,0.01,False,Low risk: pass,bosch-quality-risk-v0.2,2026-06-29T12:03:11.444424+00:00,0,1,True,Pass
24694,0.0025050620437312124,0.01,False,Low risk: pass,bosch-quality-risk-v0.2,2026-06-29T12:03:11.444424+00:00,0,1,True,Pass
11577,0.0025050115793670245,0.01,False,Low risk: pass,bosch-quality-risk-v0.2,2026-06-29T12:03:11.444424+00:00,0,1,True,Pass
51426,0.0024993100966945628,0.01,False,Low risk: pass,bosch-quality-risk-v0.2,2026-06-29T12:03:11.444424+00:00,0,1,True,Pass
43028,0.0024866838339535824,0.01,False,Low risk: pass,bosch-quality-risk-v0.2,2026-06-29T12:03:11.444424+00:00,0,1,True,Pass
38710,0.002486584528450115,0.01,False,Low risk: pass,bosch-quality-risk-v0.2,2026-06-29T12:03:11.444424+00:00,0,1,True,Pass
29320,0.0024852100369504825,0.01,False,Low risk: pass,bosch-quality-risk-v0.2,2026-06-29T12:03:11.444424+00:00,0,1,True,Pass
28304,0.002485099044650713,0.01,False,Low risk: pass,bosch-quality-risk-v0.2,2026-06-29T12:03:11.444424+00:00,0,1,True,Pass
10766,0.002480207617597559,0.01,False,Low risk: pass,bosch-quality-risk-v0.2,2026-06-29T12:03:11.444424+00:00,0,1,True,Pass
12087,0.0024541728064666236,0.01,False,Low risk: pass,bosch-quality-risk-v0.2,2026-06-29T12:03:11.444424+00:00,0,1,True,Pass
15850,0.002450255727114751,0.01,False,Low risk: pass,bosch-quality-risk-v0.2,2026-06-29T12:03:11.444424+00:00,0,1,True,Pass
11899,0.002449889050502323,0.01,False,Low risk: pass,bosch-quality-risk-v0.2,2026-06-29T12:03:11.444424+00:00,0,1,True,Pass
22633,0.0024348926136689036,0.01,False,Low risk: pass,bosch-quality-risk-v0.2,2026-06-29T12:03:11.444424+00:00,0,1,True,Pass
18323,0.00243017984529266,0.01,False,Low risk: pass,bosch-quality-risk-v0.2,2026-06-29T12:03:11.444424+00:00,0,1,True,Pass
36210,0.002428180049819232,0.01,False,Low risk: pass,bosch-quality-risk-v0.2,2026-06-29T12:03:11.444424+00:00,0,1,True,Pass
14232,0.0024275654771433726,0.01,False,Low risk: pass,bosch-quality-risk-v0.2,2026-06-29T12:03:11.444424+00:00,0,1,True,Pass
52885,0.0024196669898578285,0.01,False,Low risk: pass,bosch-quality-risk-v0.2,2026-06-29T12:03:11.444424+00:00,0,1,True,Pass
43131,0.002417790700959554,0.01,False,Low risk: pass,bosch-quality-risk-v0.2,2026-06-29T12:03:11.444424+00:00,0,1,True,Pass
47961,0.0024153256378805867,0.01,False,Low risk: pass,bosch-quality-risk-v0.2,2026-06-29T12:03:11.444424+00:00,0,1,True,Pass
6137,0.0024124752625548393,0.01,False,Low risk: pass,bosch-quality-risk-v0.2,2026-06-29T12:03:11.444424+00:00,0,1,True,Pass
10509,0.0024051480777043124,0.01,False,Low risk: pass,bosch-quality-risk-v0.2,2026-06-29T12:03:11.444424+00:00,0,1,True,Pass
8593,0.0024027934943451415,0.01,False,Low risk: pass,bosch-quality-risk-v0.2,2026-06-29T12:03:11.444424+00:00,0,1,True,Pass
46012,0.0024024186724114762,0.01,False,Low risk: pass,bosch-quality-risk-v0.2,2026-06-29T12:03:11.444424+00:00,0,1,True,Pass
38800,0.0024002090403249525,0.01,False,Low risk: pass,bosch-quality-risk-v0.2,2026-06-29T12:03:11.444424+00:00,0,1,True,Pass
